k,numerator,denominator,decimal
291,1473808962711671724510794179664215151007676909005837096663594890405469588526746398244955734822947012467400062339684658691705698847636564183787632863841965151187758529126999,7914572847139345089936080672628710081124203171238778877250017794972711203409019749450124833959777439667125485632516458859243681097816038718961476963260581373331416708758372352,0.000186214593153
292,150145263742646887489,604462909807314587353088,0.000248394502469
293,-16225063780350172616903228072133933690124188427285150282012654869362426758163105436541238740171704908763807217692766117328684649159981326875044267187657472146861657428689351,63316582777114760719488645381029680648993625369910231018000142359781689627272157995600998671678219517337003885060131670873949448782528309751691815706084650986651333670066978816,-0.000256252992008
294,-8767445835454475930760907275658961351808178316763179047,25108406941546723055343157692830665664409421777856138051584,-0.000349183676044
295,1199021887355525831320922993929609310176828806314658901329736325703784482095018775040846925661924548113204211643231763017371274505915922848981727863713262642286734326296828791,2026130648867672343023636652192949780767796011837127392576004555513014068072709055859231957493703024554784124321924213467966382361040905912054138102594708831572842677442143322112,0.000591779156998
296,-3409485,17179869184,-0.000198458146770
297,4656887967293512634241649994390293013360495533533238819680209554755791745482447946998856760722288037372501871016825946087890447477901745348678402807406376455254123962923978723,16209045190941378744189093217543598246142368094697019140608036444104112544581672446873855659949624196438272994575393707743731058888327247296433104820757670652582741419537146576896,0.000287301806642
298,21806217390069873438106319914824304990979032178652415943,50216813883093446110686315385661331328818843555712276103168,0.000434241356706
299,-292613490229911470142370995191692693038455864691099162362155415551897169712756335955680664906762806214196793071334111345597349411311969802770356126139620650205894012264404426209,259344723055062059907025491480697571938277889515152306249728583105665800713306759149981690559193987143012367913206299323899696942213235956742929677132122730441323862712594345230336,-0.001128280100643
300,7252473338900095473533,19342813113834066795298816,0.000374944083687
301,1047450074739554463994994674857162745322253924399876116288747928139702103732377933560161688230362701277219776551222363201122008027754544276879399294484799960717003836077629809421,2074757784440496479256203931845580575506223116121218449997828664845326405706454073199853524473551897144098943305650394591197575537705887653943437417056981843530590901700754761842688,0.000504854148564
302,-307257085339276981852119994420493120893536205389848282411,803469022129495137770981046170581301261101496891396417650688,-0.000382413107259
303,44341174831816397017165261330917103889832158018012809814146971589849377824532694635790984988319657533091062424931449301075771132043929083089466514323506029268615289970802854268061,132784498204191774672397051638117156832398279431757980799861034550100889965213060684790625566307321417222332371561625253836644834413176809852379994691646837985957817708848304757932032,0.000333933368966
304,0,1,0.000000000000000
305,-289156537963530505123545365439560160512841972025999855627464924653158244899097032933333314896483667541766466366051392639391235598656823088520804018502475498655520321515739881994443,1062275985633534197379176413104937254659186235454063846398888276400807119721704485478325004530458571337778658972493002030693158675305414478819039957533174703887662541670786438063456256,-0.000272204720689
306,128574625896433976471051143612215871237255744469127873193,3213876088517980551083924184682325205044405987565585670602752,0.000040006093065
307,704288316195782348420917508794679384950539168908371016171779793281256636341687910135770028161574658723951848094909401644635934524541532429007959135150077023374533893128207949009879,16996415770136547158066822609678996074546979767265021542382212422412913915547271767653200072487337141404458543559888032491090538804886631661104639320530795262202600666732583009015300096,0.000041437461034
308,-10216619290326635667239,77371252455336267181195264,-0.000132046709419
309,-83275635815841480988597115675094476389072649058457619611922962537834316792349589586964837387824299090497031828048619620424434793145044284655642381181702835803018044761097609575035631,135971326161092377264534580877431968596375838138120172339057699379303311324378174141225600579898697131235668348479104259928724310439093053288837114564246362097620805333860664072122400768,-0.000612449978734
310,203693436195361335563375539606953938048836457389906267267,3213876088517980551083924184682325205044405987565585670602752,0.000063379368272
311,-483549400123389286623319342449471989902605141897208995966976549252617824819219447103630877352618612580259368530899321178489949352302791733209860786913266102118460501828553822726157667,4351082437154956072465106588077822995084026820419845514849846380137705962380101572519219218556758308199541387151331336317719177934050977705242787666055883587123865770683541250307916824576,-0.000111133127700
312,-280207873,549755813888,-0.000509695151777
313,851187100823722952106307970592809684479896208245551679971231592856069922043464364069237139070457317563435737914260833520445806479744525807565132974615443605878009420501440479997721865,34808659497239648579720852704622583960672214563358764118798771041101647699040812580153753748454066465596331097210650690541753423472407821641942301328447068696990926165468330002463334596608,0.000024453314581
314,-266158675588078432160537198264858627938659818003909724435525,205688069665150755269371147819668813122841983204197482918576128,-0.001293991800406
315,-7015734356715213844301158672403939440224323789676830061111165245825936259549962439149239105025768468568675728447677367499371980408964860420360886287454068459908629142012708586060099455,556938551955834377275533643273961343370755433013740225900780336657626363184653001282460059975265063449541297555370411048668054775558525146271076821255153099151854818647493280039413353545728,-0.000012596963044
316,-42410267448510635625371,309485009821345068724781056,-0.000137034964870
317,-1753934650603233212758499568984222913339266654194620322040635228776701642869477412785243668024128561875712095549338887281361202649735771200070289961706986335183126363845472214232105819397,4455508415646675018204269146191690746966043464109921807206242693261010905477224010259680479802120507596330380442963288389344438204468201170168614570041224793214838549179946240315306828365824,-0.000393655333350
318,1380707445615711020261076248406109129131361142941756025500655,822752278660603021077484591278675252491367932816789931674304512,0.001678156939126
319,-819691879791211194440064502329030893723854479929150840940785987105993506979295890474950104319199321153664186164719417982861655643252229287287268314889117908967450152811103214629642381051123,1140610154405548804660292901425072831223307126812139982644798129474818791802169346626478202829342849944660577393398601827672176180343859499563165329930553547062998668590066237520718548061650944,-0.000718643330173
320,0,1,0.000000000000000
321,4383078869685145177606736098723245012077661017942187012213236777033961490940498159483371816371221131891300184985523203192687807512206945810569707978093960772313340348469248459823287627701421,9124881235244390437282343211400582649786457014497119861158385035798550334417354773011825622634742799557284619147188814621377409442750875996505322639444428376503989348720529900165748384493207552,0.000480343662201
322,-1165606589554580367045100000936216177354104405672691276174799,1645504557321206042154969182557350504982735865633579863348609024,-0.000708358165505
323,56306267395881573652278702584088109295382917201147266244363013305423568973024656770817234532861892536699625759949967538270266677559007448355621394549042607516932588725803317552227453174329331,145998099763910246996517491382409322396583312231953917778534160572776805350677676368189209962155884792916553906355021033942038551084014015944085162231110854024063829579528478402651974151891320832,0.000385664385269
324,-167084574605136056808023,1237940039285380274899124224,-0.000134969844502
325,719925160472739269624609626887982583684511377369956262587719867959041278733895125769275334515326204446987189839736408298054192022578764467278241911784594058863625297782574234123931078045122509,1167984798111281975972139931059274579172666497855631342228273284582214442805421410945513679697247078343332431250840168271536308408672112127552681297848886832192510636636227827221215793215130566656,0.000616382303637
326,-6769159220212914286542117873158973466178099361985574755771367,26328072917139296674479506920917608079723773850137277813577744384,-0.000257108039829
327,-3018243078749426040744621262971323078723002237102178811982006371636722956543661216939937297831056640085269214151330104371148711016006959326598538826290417980452533053003978511515379491292873641,37375513539561023231108477793896786533525327931380202951304745106630862169773485150256437750311906506986637800026885384689161869077507588081685801531164378630160340372359290471078905382884178132992,-0.000080754558076
328,279424625,1099511627776,0.000254135215982
329,-317429163752311033295356772221268194886556753815578948040555863431947517080119190562904881467517765160107469755348293746211117734682398296879527389976873985714073961016452121584243199657393453709,299004108316488185848867822351174292268202623451041623610437960853046897358187881202051502002495252055893102400215083077513294952620060704653486412249315029041282722978874323768631243063073425063936,-0.001061621412293
330,52771220609463469788802835006591860965380947498343259748426577,105312291668557186697918027683670432318895095400549111254310977536,0.000501092700324
331,-997265000578836058164780951287692514444752691357883512570201715523292397744589693757540543897693313223050674404681412752183460453933114914661744687046680311913194924428204540868109107436428889561,4784065733063810973581885157618788676291241975216665977767007373648750357731006099232824032039924032894289638403441329240212719241920971274455782595989040464660523567661989180298099889009174801022976,-0.000208455538913
332,500537497243005817438955,1237940039285380274899124224,0.000404330970288
333,36412643691134080945079699901380487923145067692223380416735627884597181877264814081281265608691001804034786893199033683581107843741758908553894846457782690383398649467238735983372403015089617856341,38272525864510487788655081260950309410329935801733327822136058989190002861848048793862592256319392263154317107227530633921701753935367770195646260767912323717284188541295913442384799112073398408183808,0.000951404248051
334,-111486507994685881159230052029346338563648406555789619804067425,105312291668557186697918027683670432318895095400549111254310977536,-0.001058627689402
335,1029859915581366241676956729659211688317384226739742018350483949838110596006980599961812522433233934188523939298424897639160674896160024782816422965610071132450303969756561677700320008002827295902243,2449441655328671218473925200700819802261115891310932980616707775308160183158275122807205904404441104841876294862561960570988912251863537292521360689146388717906188066642938460312627143172697498123763712,0.000420446804006
336,0,1,0.000000000000000
337,-8769276632342558047270268377425023019678868673591795258808549206234391561835338734248289147698686152495896389685025455697868943552327159712390489766282261440126164373991423820627048764928367043637253,19595533242629369747791401605606558418088927130487463844933662202465281465266200982457647235235528838735010358900495684567911298014908298340170885513171109743249504533143507682501017145381579984990109696,-0.000447514059646
338,7466214008730747584775506100027382534235892947123112981925850377,13479973333575319897333507543509815336818572211270286240551805124608,0.000553874538471
339,-21612988731878938614990390490534341577036199727006257563180946975391433845211288617928352925625502426102330706818345181349722917707996120678652616160730632389384573186218034817939341118147589164049743,313528531882069915964662425689704934689422834087799421518938595239444503444259215719322355763768461419760165742407930953086580768238532773442734168210737755891992072530296122920016274326105279759841755136,-0.000068934679093
340,-1978133464712303122567981,9903520314283042199192993792,-0.000199740435919
341,-1666949386567403746778209425844841812060608234703064991659992975218816727025927909590889515031661868557624642477960203027964194818758450188390282736181926268838439690613382224765077666064619730802571657,2508228255056559327717299405517639477515382672702395372151508761915556027554073725754578846110147691358081325939263447624692646145908262187541873345685902047135936580242368983360130194608842238078734041088,-0.000664592380381
342,-1912291418827906275164783106295620788830216326358996406199217055,53919893334301279589334030174039261347274288845081144962207220498432,-0.000035465415463
343,-35521168571959677523232977860120920026884868149171443767223200618542931927616686655836615870686464226121570853947386307766784793718272633951499959962275303918952646397921766842516010421398893795790549465,80263304161809898486953580976564463280492245526476651908848280381297792881730359224146523075524726123458602430056430323990164676669064390001339947061948865508349970567755807467524166227482951618519489314816,-0.000442558015059
344,-23070186645,35184372088832,-0.000655694141329
345,264241241264658357745290843384680168886719362776236405808862956146432119233269088113788813426238831194303034976836518638652253575070184340135358697763605673731040911318083360618213485855669415725999071067,642106433294479187895628647812515706243937964211813215270786243050382343053842873793172184604197808987668819440451442591921317413352515120010719576495590924066799764542046459740193329819863612948155914518528,0.000411522494657
346,-12086174865832623242334413025680587881577369380807514428093845361,107839786668602559178668060348078522694548577690162289924414440996864,-0.000112075285377
347,2485117729258187384152189299944402872499992443813414323956228172517151684465908490343353519227726400732269116712491547313586820929251999637064263472140412205945417871251763423809484282681220961972042588027,10273702932711667006330058365000251299903007427389011444332579888806117488861485980690754953667164943802701111047223081470741078613640241920171513223929454785068796232672743355843093277117817807170494632296448,0.000241891141445
348,26006151999538114056308341,39614081257132168796771975168,0.000656487571445
349,13876126009931384089157827000839190018887513738077399596774389741327069898740323175873507289943421061540846309589041199955716814704238118064162080888928752978839814854367879774565870115701367949028535918601,82189623461693336050640466920002010399224059419112091554660639110448939910891887845526039629337319550421608888377784651765928628909121935361372105791435638280550369861381946846744746216942542457363957058371584,0.000168830631234
350,-10651363377129077585416679426948843354890993522227003106875685671,1725436586697640946858688965569256363112777243042596638790631055949824,-0.000006173141024
351,-73501283805003400607794992876067245192598332477970537716692548469216284020217216983213702105985140016571049940468869668001047965985799652560688441642187223895471341015277585599180262071610460709667214715359,10520271803096747014481979765760257331100679605646347718996561806137464308594161644227333072555176902453965937712356435426038864500367607726255629541303761699910447342256889196383327515768645434542586503471562752,-0.000006986633538
352,0,1,0.000000000000000
353,2353943882756143362634607035751349438908093911576484590212387673039261634365430962199959027961454950272825610652028367135445767237053314910022425516395988179255658592993119646467501600711413295282058644095505,84162174424773976115855838126082058648805436845170781751972494449099714468753293153818664580441415219631727501698851483408310916002940861810045036330430093599283578738055113571066620126149163476340692027772502016,0.000027969142894
354,650696223641920034717047592506273056736901869951897457264938557077,6901746346790563787434755862277025452451108972170386555162524223799296,0.000094279938866
355,72618530035405051897774501633709264261514929916055521076141470373842448608444767872271738369167495604252035249844239660700482987414407579119801990475943099246329979578598813737663565802396048069359140840864183,1346594790796383617853693410017312938380886989522732508031559911185595431500052690461098633287062643514107640027181623734532974656047053788960720581286881497588537259808881817137065922018386615621451072444360032256,0.000053927529300
356,-161382580629061627560376171,1267650600228229401496703205376,-0.000127308408642
357,-2081608099571960715288948673323499276560561598031098168199672542976578484633915125610710761142118654790741427643126638951337342413864655041724817289804749824185570608535159256354563625478406659790341900603096263,10772758326371068942829547280138503507047095916181860064252479289484763452000421523688789066296501148112861120217452989876263797248376430311685764650295051980708298078471054537096527376147092924971608579554880258048,-0.000193228886837
358,369075079552510360897464320923082788373636514826445916885875148111,6901746346790563787434755862277025452451108972170386555162524223799296,0.000053475607623
359,-91782328908332190745710870198581148445340780630482856863524762717628142681221653264212355183962345496802027259918363575395628232832811238394900876459023653001893473465789256442933451480311544274154880128968964193,344728266443874206170545512964432112225507069317819522056079337263512430464013488758041250121488036739611555846958495676040441511948045769973944468809441663382665538511073745187088876036706973599091474545756168257536,-0.000266245439793
360,27587249911,140737488355328,0.000196019200239
361,325157988527816761772528231147137448437772860483639225482604835142837199559649250688408518703965848465096963141192181508026225447645152127554931236355030846888463103289468745493961128740790587310251659736184448907,2757826131550993649364364103715456897804056554542556176448634698108099443712107910064330000971904293916892446775667965408323532095584366159791555750475533307061324308088589961496711008293655788792731796366049346060288,0.000117903730336
362,-23921458001512043343326664673647421498688874840191587710005436377315,441711766194596082395824375185729628956870974218904739530401550323154944,-0.000054156261690
363,38748512400717342969950160758619212995983797401547748347988094915742086288064656142425195515573287875330761194652123733152406068993675309156318551263681528181767025867208850982698967404322323022637051270917319535191,44125218104815898389829825659447310364864904872680898823178155169729591099393726561029280015550468702670279148410687446533176513529349858556664892007608532912981188929417439383947376132698492620683708741856789536964608,0.000878148914951
364,-970825061617724165852580823,5070602400912917605986812821504,-0.000191461484230
365,-100220284616290852833901927446898955730742225823044197033821929407677394509815093698055140938467484930823375531833902059969775999249905971190737028392192921694515625984195538997015373734187510629694855209825242911595,353001744838527187118638605275578482918919238981447190585425241357836728795149812488234240124403749621362233187285499572265412108234798868453319136060868263303849511435339515071579009061587940965469669934854316295716864,-0.000283908751392
366,234142116204472727421748147717709361297039937337878886125322772458161,1766847064778384329583297500742918515827483896875618958121606201292619776,0.000132519741449
367,-3010248481737419291868559049085351453597160890378469244791468603468102089731336337702311481799477782115140816059478546422417687014668786676114475054550206334621332399816016338606998333306825854885498187067225466845351,22592111669665739975592870737637022906810831294812620197467215446901550642889587999246991367961839975767182923986271972624986374927027127581012424707895568851446368731861728964581056579941628221790058875830676242925879296,-0.000133243342887
368,0,1,0.000000000000000
369,26698160611893315340721476900441618764134985102657312566477080263708018969764016439503044567015376312564359018412732281445112975403780869570761567234649205625915428728764231827844392536570682871594961179396757169006769,180736893357325919804742965901096183254486650358500961579737723575212405143116703993975930943694719806137463391890175780999890999416217020648099397663164550811570949854893831716648452639533025774320471006645409943407034368,0.000147718377338
370,107677074561035094649860510104037282500573333358565032520342752176063,3533694129556768659166595001485837031654967793751237916243212402585239552,0.000030471532230
371,-2136633639223609782532267838243570714310916513942527737501190209399378099260367099025147224419888397321874220163671918590780381908879347211467380382353198517724639522293941346052872460399999146694990519259026309090688709,2891790293717214716875887454417538932071786405736015385275803577203398482289867263903614895099115516898199414270242812495998255990659472330369590362610632812985135197678301307466375242232528412389127536106326559094512549888,-0.000738861889075
372,-5302437327979352662461679647,20282409603651670423947251286016,-0.000261430344402
373,-299312027067186682375514779097843207824339713028598737907669355238543408192083532524017423166180317943283577099516514066043801369877961360624361733406936437302188007282273713693309824304073099814359340576813756119641875,23134322349737717735007099635340311456574291245888123082206428617627187858318938111228919160792924135185595314161942499967986047925275778642956722900885062503881081581426410459731001937860227299113020288850612472756100399104,-0.000012938007111
374,-30475359921402709021998448736565505111289915707930301928051553542109213,56539106072908298546665520023773392506479484700019806659891398441363832832,-0.000539013826680
375,77341086665735220006466391739845575130657364206958338487107706800436662031916049403326657816641287896070369428258584288930667321096060770887925363857619564742829446622681060627912656648065035140205406257159495143848763089,740298315191606967520227188330889966610377319868419938630605715764070011466206019559325413145373572325939050053182159998975553533608824916574615132828322000124194610605645134711392062011527273571616649243219599128195212771328,0.000104472865977
376,45882485961,562949953421312,0.000081503667746
377,-4953151059708640654760438916997217307656414106383120081160715991132267953938529354235080116336704236449531381461710232232366706193326785128842129450375351127334445387139379216733230776627733880803881018141428550809861830003,5922386521532855740161817506647119732883018558947359509044845726112560091729648156474603305162988578607512400425457279991804428268870599332596921062626576000993556884845161077691136496092218188572933193945756793025561702170624,-0.000836343768125
378,37194034504436102411803215350539465949987172963923043190663150016397555,226156424291633194186662080095093570025917938800079226639565593765455331328,0.000164461543027
379,4002039742191735817626384777118437437613349712252196706802715674025020679321749572326300468523466353355012766474431914463913796763031925917107928194151257781768530376896091141918135379495875688085032453764640532876382671477,94758184344525691842589080106353915726128296943157752144717531617800961467674370503593652882607817257720198406807316479868870852301929589321550737002025216015896910157522577243058183937475491017166931103132108688408987234729984,0.000042234238339
380,-83851068905290504296441011055,81129638414606681695789005144064,-0.001033544220631
381,191911475103266539726985528233695464685389822054998253627780388438190663023907287928589078135212369745566828137294431114399274730688316654683217509758555848018063693122314250377279847672390387166274690533962759009480813170007,758065474756205534740712640850831325809026375545262017157740252942407691741394964028749223060862538061761587254458531838950966818415436714572405896016201728127175281260180617944465471499803928137335448825056869507271897877839872,0.000253159498083
382,136177798367452854592504082981371060317939385878395944127313005323356069,226156424291633194186662080095093570025917938800079226639565593765455331328,0.000602139863123
383,1448365272083751657475876674378544794076062808026364228794147082016971916747698256025676861387047089338258919769587473842645123130392579874546021315179599860089976843677589547227188334829934518461154265592524728430647904060487,388129523075177233787244872115625638814221504279174152784763009506512738171594221582719602207161619487621932674282768301542895011028703597861071818760295284801113744005212476387566321407899611206315749798429117187723211713454014464,0.000003731654476
384,0,1,0.000000000000000
385,430655877811466925534040853093123763395075206170378259172089019838371258748151133032416059071835891743575850011688294790759890689526576089577498136367542182633711028602340414327920131510259562694172812973690622588951306238943367,3105036184601417870297958976925005110513772034233393222278104076052101905372753772661756817657292955900975461394262146412343160088229628782888574550082362278408909952041699811100530571263196889650525998387432937501785693707632115712,0.000138695928874
386,-65928442234806254596946706212410172729636527274560410680365732351050324707,231584178474632390847141970017375815706539969331281128078915168015826259279872,-0.000284684569857
387,-16067629109267683727009269940363040881681235243428304332306857436706527587607272313443522753116071458615236003240103399400476918861882562404270058921657343749168077638116898872457420245230020301861846864610047494173233546036693495,49680578953622685924767343630800081768220352547734291556449665216833630485964060362588109082516687294415607382308194342597490561411674060526217192801317796454542559232667196977608489140211150234408415974198927000028571099322113851392,-0.000323418717086
388,64426222156538619111602464327,162259276829213363391578010288128,0.000397057249456
389,31057184899591934460237213628019249764455642439562262468281229122199703077798285768309127359819190665573997856816878272045128063929270012880913522861726645153200744006084044788733976748247200088363974970920647055264399891619921623,397444631628981487398138749046400654145762820381874332451597321734669043887712482900704872660133498355324859058465554740779924491293392484209737542410542371636340473861337575820867913121689201875267327793591416000228568794576910811136,0.000078142167306
390,114812359567338168886585413327026645717906880820421739518573607991048676957,926336713898529563388567880069503262826159877325124512315660672063305037119488,0.000123942361179
391,-694629068624696527907614552656597446675811039697623243814675531530976089975976341202475450636821248746673104925055890165662689211174011196285758634546522822709132871134007416184234262956696768316738431816233230804502629011609547411,12718228212127407596740439969484820932664410252219978638451114295509409404406799452822555925124271947370395489870897751704957583721388559494711601357137355892362895163562802426267773219894054460008554489394925312007314201426461145956352,-0.000054616811166
392,-1024968868953,2251799813685248,-0.000455177615134
393,51223256356271491433403573134456127122713202500703543625951012950826364313721316409106249600116723125976879544958407684068990600746153732583195542047064742641378901152219064913615687546010162426460295423836006008544760792654935540353,101745825697019260773923519755878567461315282017759829107608914364075275235254395622580447400994175578963163918967182013639660669771108475957692810857098847138903161308502419410142185759152435680068435915159402496058513611411689167650816,0.000503443320700
394,42479008683222073891794971312106929475465700565791012809631222527209650467,1852673427797059126777135760139006525652319754650249024631321344126610074238976,0.000022928492440
395,-840793612156342135635857413109242519005491257381419835388028449325530118423224229593494221300870327519068520177787180511169846783809737364241460705499906032731242484686601414406906757882235992811265960443574756959532297814439463966387,1627933211152308172382776316094057079381044512284157265721742629825204403764070329961287158415906809263410622703474912218234570716337735615323084973713581554222450580936038710562274972146438970881094974642550439936936217782587026682413056,-0.000516479181330
396,168246733449369952591348559207,324518553658426726783156020576256,0.000518450275193
397,2384513036080869953157830176526625735145058610878027659297829627528658088162553929415573087844398917493055456692690971867723407166308057505053916783916940250090379042391736951564237153264240165656760741710901223876230574793209840519335,13023465689218465379062210528752456635048356098273258125773941038601635230112562639690297267327254474107284981627799297745876565730701884922584679789708652433779604647488309684498199777171511767048759797140403519495489742260696213459304448,0.000183093586069
398,-4759012401280233838723936670774360305367516006036365031964334567795078206591,29642774844752946028434172162224104410437116074403984394101141506025761187823616,-0.000160545442395
399,30885295957484376074342226946275208798272556449647412745498182760296686287155670193283157456456411526463539348446977979569325045829486713244285690574987578982617547139301392104536327968788284937795818613155625121169047349091350045975325,833501804109981784259981473840157224643094790289488520049532226470504654727204008940179025108944286342866238824179155055736100206764920635045419506541353755761894697439251819807884785738976753091120627016985825247711343504684557661395484672,0.000037054863955
400,0,1,0.000000000000000
401,-1194412709169030344444944871236075211905623088552363079500728887455170705178621868216860102791334386530719965701878988660309860309697310613714562249676837338847944053091402111932151712177377885443731956124584478004126254153512836519031707,6668014432879854274079851790721257797144758322315908160396257811764037237817632071521432200871554290742929910593433240445888801654119365080363356052330830046095157579514014558463078285911814024728965016135886601981690748037476461291163877376,-0.000179125693442
402,-57245052651889172723341911842975184390591389048385457344414244777377602270987,118571099379011784113736688648896417641748464297615937576404566024103044751294464,-0.000482790941061
403,24479984287091540461403647797720934987130903110487146694004609819574580405175085454235145842419734604833685995873985871339828028755750911905540629743600093924452212595047367030107863438237987544724448045961848661079403893149514770578482175,106688230926077668385277628651540124754316133157054530566340124988224595805082113144342915213944868651886878569494931847134220826465909841285813696837293280737522521272224232935409252574589024395663440258174185631707051968599623380658622038016,0.000229453465247
404,-9854019478449467813503622215,162259276829213363391578010288128,-0.000060730083796
405,-371263457565149178473653078398602285918660209473106551845664195818838966933394278382424335137094045732292181123285136151096540259642882989317100369473617973164206988644616616562225475307060271644070606669142237690247729278978089144637907015,853505847408621347082221029212320998034529065256436244530720999905796766440656905154743321711558949215095028555959454777073766611727278730286509574698346245900180170177793863483274020596712195165307522065393485053656415748796987045268976304128,-0.000434986425333
406,-16877903687534364260840824280752119733457788978351878390472129263919045319913,118571099379011784113736688648896417641748464297615937576404566024103044751294464,-0.000142344161233
407,-6062175139090694189031059913400119507507586731018557455926966998687213779138752969786526510950305801863220083297110655198671559100474309993146954558426109320930833270956278318932595777930640035825972883734510411957527566240426794725169288783,27312187117075883106631072934794271937104930088205959824983071996985496526101020964951786294769886374883040913790702552866360531575272919369168306390347079868805765445689403631464768659094790245289840706092591521717005303961503585448607241732096,-0.000221958611850
408,299081678903,9007199254740992,0.000033204736616
409,-5672593369480215853625353095504280298602413633017493197237283689475910242552836641450991779688418775358667470553991300452703237166704830574785601142811407424349681358452159799690594340360201193840212866238308196701946353505005130046849553347,218497496936607064853048583478354175496839440705647678599864575975883972208808167719614290358159090999064327310325620422930884252602183354953346451122776638950446123565515229051718149272758321962318725648740732173736042431692028683588857933856768,-0.000025961823128
410,1326770915325983898904542144702630914012315238554925671795848917596410971236387,7588550360256754183279148073529370729071901715047420004889892225542594864082845696,0.000174838520184
411,61840012361919312546027033752171716481571053888060083278505297982142383890669549610233394778476149920529136220958808802347025032649537888832400341117875716741500489916660616613001178892600010301572082385603411485144632209661296290987450907309,3495959950985713037648777335653666807949431051290362857597833215614143555340930683513828645730545455985029236965209926766894148041634933679253543217964426223207137977048243664827490388364133151397099610379851714779776678907072458937421726941708288,0.000017688993361
412,15094839423092069656777960476035,41538374868278621028243970633760768,0.000363395040633
413,11064322083062071573671383882608490728337666528681644320210881509190886410346002529109047288686759367032295012025234475976719920024908436459024208531213808298020751683456112072350174658507167849429650340209881994365126185741348243757003808384719,27967679607885704301190218685229334463595448410322902860782665724913148442727445468110629165844363647880233895721679414135153184333079469434028345743715409785657103816385949318619923106913065211176796883038813718238213431256579671499373815533666304,0.000395611013791
414,-8991312473274116081205428315054496836427321835725403781429558784167598680821721,30354201441027016733116592294117482916287606860189680019559568902170379456331382784,-0.000296213112071
415,213332935090320828143468986521073487674711323680455009495849194149634696694816624762257474566994174039849413399903751950788992387285591561403302193768792091432283150853874030159071256618488501869772868479333588019727382863691082612254944806407697,3579862989809370150552347991709354811340217396521331566180181212788883000669113019918160533228078546928669938652374965009299607594634172087555628255195572452564109288497401512783350157684872347030630001028968155934491319200842197951919848388309286912,0.000059592485997
416,0,1,0.000000000000000
417,-4071475915364050110943341088583402904569486487158675183592719574510527094501567781165463223110372294468862841754456234444454723482765182097632664272654188904218892446510483617544686025309132590102350097037236798061490829909019052633804711871561055,28638903918474961204418783933674838490721739172170652529441449702311064005352904159345284265824628375429359509218999720074396860757073376700445026041564579620512874307979212102266801261478978776245040008231745247475930553606737583615358787106474295296,-0.000142165912737
418,13731259837192033228712175502374568411821518649289235693369396204918051689461273,60708402882054033466233184588234965832575213720379360039119137804340758912662765568,0.000226183842521
419,10334597773441534290825578839155209519786584694610635749501548664441101830849556731256225164615925718172902925364477217644378301867218493049654767871706570595043891523089732398379463815144732626089687051781970957944985811676925963794315835970363511,458222462695599379270700542938797415851547826754730440471063195236977024085646466549524548253194054006869752147503995521190349772113174027207120416665033273928205988927667393636268820183663660419920640131707923959614888857707801337845740593703588724736,0.000022553669047
420,-11296281798009108860032444222781,166153499473114484112975882535043072,-0.000067987023047
421,-486336169688266492508644056307692916585795164315037319765901819032172707887824474185510659150712818140545859915839310306615216796230463052791060202181025060540510338054370372090405763042852982857216144028132910577798098134451107406571013636097152295,3665779701564795034165604343510379326812382614037843523768505561895816192685171732396196386025552432054958017180031964169522798176905392217656963333320266191425647911421339149090150561469309283359365121053663391676919110861662410702765924749628709797888,-0.000132669229818
422,-125874024898430971788504841676636294984622203446744731884055409599815461952300919,971334446112864535459730953411759453321203419526069760625906204869452142602604249088,-0.000129588758437
423,26666998203026542626854773685532618497596440093699162126027475124673824623227084018684162213944808444157254561675128984947135485354467614557828512380534629908720424365591457763403172826642240195384095943602710905577525572440635583875683093445928908967,117304950450073441093299338992332138457996243649210992760592177980666118165925495436678284352817677825758656549761022853424729541660972550965022826666248518125620733165482852770884817967017897067499683873717228533661411547573197142488509591988118713532416,0.000227330544028
424,6426308553075,36028797018963968,0.000178365892974
425,37552972145791325744238225970114096600375999467497496726695803161315365989219006231027954725246649667709476762041664355951328565180672327486926821872965525530803412879792369578017455922156258819637441834368114425930027734669437994434378742412657392531,938439603600587528746394711938657107663969949193687942084737423845328945327403963493426274822541422606069252398088182827397836333287780407720182613329988145004965865323862822167078543736143176539997470989737828269291292380585577139908076735904949708259328,0.000040016397434
426,-469890057021415409693986953039455755744350259309735036767740073639788502801932815,3885337784451458141838923813647037813284813678104279042503624819477808570410416996352,-0.000120939306462
427,6387595306325127379224864923171972056364573974831965528517135819766828426795520192756875532818580471189770995680275393459060580608336065792988458261455300831551946111664331757902233275764282277420217319633270773734770921906942379822772848185552035103087,15015033657609400459942315391018513722623519187099007073355798781525263125238463415894820397160662761697108038369410925238365381332604486523522921813279810320079453845181805154673256699778290824639959535835805252308660678089369234238529227774479195332149248,0.000425413319209
428,36522559027274823335839752407599,664613997892457936451903530140172288,0.000054953039122
429,-45858561055528285571264913222497083638515011290483040595698365896045287198134137637242429635227465106959969046035668550178651412487314761652747317205692699772347135113394921267423649016634388782425833277320490067642994929959378346634748009473768097763651,120120269260875203679538523128148109780988153496792056586846390252202105001907707327158563177285302093576864306955287401906923050660835892188183374506238482560635630761454441237386053598226326597119676286686442018469285424714953873908233822195833562657193984,-0.000381772046780
430,668350152469478464864658819097517956029527008238114138188247065259174216619958383,3885337784451458141838923813647037813284813678104279042503624819477808570410416996352,0.000172018544988
